,ma_xa,nam_quan_ly,tong_ds,tong_dien_tich,grdp_bq_theo_gia_hh,pn_15_49,tuoi_tho_bq
25777-2019,25777,2019,19257,,,4754,
25780-2019,25780,2019,8579,,,2206,
25783-2019,25783,2019,9298,,,2351,
25786-2019,25786,2019,6717,,,1649,
25789-2019,25789,2019,6752,,,1728,
25792-2019,25792,2019,10019,,,2628,
25795-2019,25795,2019,3454,,,843,
25798-2019,25798,2019,7897,,,1993,
25801-2019,25801,2019,7609,,,2097,
25804-2019,25804,2019,6276,,,1595,
25807-2019,25807,2019,11233,,,2910,
25810-2019,25810,2019,15190,,,3911,
25813-2019,25813,2019,72374,,,26992,
25816-2019,25816,2019,12310,,,3590,
25819-2019,25819,2019,5058,,,1292,
25822-2019,25822,2019,29339,,,8850,
25825-2019,25825,2019,7747,,,2027,
25828-2019,25828,2019,15877,,,4177,
25831-2019,25831,2019,7296,,,1934,
25834-2019,25834,2019,15006,,,4223,
25837-2019,25837,2019,22018,,,7100,
25840-2019,25840,2019,18057,,,5668,
25843-2019,25843,2019,34068,,,12007,
25846-2019,25846,2019,62132,,,22544,
25849-2019,25849,2019,37740,,,14238,
25852-2019,25852,2019,36221,,,12033,
25855-2019,25855,2019,18799,,,5887,
25858-2019,25858,2019,14844,,,3901,
25861-2019,25861,2019,4606,,,1172,
25864-2019,25864,2019,3593,,,918,
25865-2019,25865,2019,4342,,,1054,
25867-2019,25867,2019,2536,,,654,
25870-2019,25870,2019,15696,,,4060,
25873-2019,25873,2019,4403,,,1118,
25876-2019,25876,2019,3279,,,834,
25879-2019,25879,2019,7417,,,1932,
25882-2019,25882,2019,14055,,,3704,
25885-2019,25885,2019,12931,,,3391,
25888-2019,25888,2019,34295,,,11788,
25891-2019,25891,2019,44147,,,14152,
25894-2019,25894,2019,6858,,,1769,
25897-2019,25897,2019,9210,,,2537,
25900-2019,25900,2019,7057,,,1894,
25903-2019,25903,2019,2955,,,773,
25906-2019,25906,2019,6129,,,1607,
25907-2019,25907,2019,7998,,,2435,
25908-2019,25908,2019,2841,,,733,
25909-2019,25909,2019,8535,,,2149,
25912-2019,25912,2019,21752,,,7136,
25915-2019,25915,2019,40312,,,14338,
25918-2019,25918,2019,7090,,,2117,
25920-2019,25920,2019,56031,,,20346,
25921-2019,25921,2019,60003,,,21923,
25924-2019,25924,2019,13990,,,4804,
25927-2019,25927,2019,5759,,,1512,
25930-2019,25930,2019,6767,,,1770,
25933-2019,25933,2019,32353,,,10505,
25936-2019,25936,2019,10519,,,3178,
25937-2019,25937,2019,3609,,,1002,
25939-2019,25939,2019,46066,,,15253,
25942-2019,25942,2019,106708,,,37141,
25945-2019,25945,2019,58003,,,17385,
25948-2019,25948,2019,92061,,,30709,
25951-2019,25951,2019,30189,,,9267,
25954-2019,25954,2019,14859,,,4454,
25957-2019,25957,2019,66619,,,21892,
25960-2019,25960,2019,77160,,,28309,
25963-2019,25963,2019,32073,,,9782,
25966-2019,25966,2019,57512,,,18898,
25969-2019,25969,2019,92866,,,31626,
25972-2019,25972,2019,112340,,,42595,
25975-2019,25975,2019,104419,,,39710,
25978-2019,25978,2019,14158,,,4595,
25981-2019,25981,2019,7594,,,1990,
25984-2019,25984,2019,20665,,,6097,
25987-2019,25987,2019,127588,,,50897,
25990-2019,25990,2019,25550,,,7943,
25993-2019,25993,2019,112101,,,32942,
25996-2019,25996,2019,56257,,,16283,
25999-2019,25999,2019,44350,,,12611,
26002-2019,26002,2019,41808,,,11539,
26005-2019,26005,2019,42001,,,11710,
26008-2019,26008,2019,32853,,,10809,
26011-2019,26011,2019,27491,,,8305,
26014-2019,26014,2019,14720,,,4381,
26017-2019,26017,2019,36467,,,10348,
26020-2019,26020,2019,125442,,,42437,
26023-2019,26023,2019,17244,,,4754,
26026-2019,26026,2019,23325,,,6480,
26029-2019,26029,2019,25212,,,7003,
26032-2019,26032,2019,15859,,,4233,
26035-2019,26035,2019,17062,,,4869,
26038-2019,26038,2019,7316,,,1846,
26041-2019,26041,2019,13318,,,3382,
26044-2019,26044,2019,4033,,,977,
26047-2019,26047,2019,18409,,,5235,
26050-2019,26050,2019,55329,,,17500,
26053-2019,26053,2019,21079,,,6128,
26056-2019,26056,2019,60136,,,18687,
26059-2019,26059,2019,15256,,,4216,
26062-2019,26062,2019,11624,,,3329,
26065-2019,26065,2019,15646,,,4262,
26068-2019,26068,2019,35465,,,11068,
26071-2019,26071,2019,10117,,,2802,
26074-2019,26074,2019,9928,,,2756,
26077-2019,26077,2019,6575,,,1660,
26080-2019,26080,2019,13386,,,3611,
26083-2019,26083,2019,8884,,,2420,
26086-2019,26086,2019,5124,,,1417,
26089-2019,26089,2019,8782,,,2243,
26092-2019,26092,2019,11262,,,2851,
26095-2019,26095,2019,12840,,,3550,
26098-2019,26098,2019,17885,,,4718,
26101-2019,26101,2019,9722,,,2448,
26104-2019,26104,2019,6244,,,1600,
26107-2019,26107,2019,8615,,,2281,
26110-2019,26110,2019,9157,,,2333,
26113-2019,26113,2019,11846,,,3144,
26116-2019,26116,2019,17024,,,4195,
26119-2019,26119,2019,5607,,,1257,
26122-2019,26122,2019,5122,,,1098,
26125-2019,26125,2019,4522,,,1043,
26128-2019,26128,2019,4856,,,1106,
26131-2019,26131,2019,6807,,,1560,
26134-2019,26134,2019,6239,,,1401,
26137-2019,26137,2019,8590,,,2110,
26140-2019,26140,2019,8519,,,1968,
26143-2019,26143,2019,6131,,,1457,
26146-2019,26146,2019,7631,,,1874,
26149-2019,26149,2019,12132,,,3025,
26152-2019,26152,2019,8309,,,1914,
26155-2019,26155,2019,13165,,,3166,
26158-2019,26158,2019,10918,,,2677,
26161-2019,26161,2019,12287,,,2947,
26164-2019,26164,2019,7459,,,1886,
26167-2019,26167,2019,6510,,,1408,
26170-2019,26170,2019,25693,,,6478,
26173-2019,26173,2019,11096,,,2674,
26176-2019,26176,2019,4111,,,1044,
26179-2019,26179,2019,12121,,,3265,
26182-2019,26182,2019,21432,,,5535,
26185-2019,26185,2019,7848,,,2054,
26188-2019,26188,2019,39405,,,13363,
26191-2019,26191,2019,10164,,,3018,
26194-2019,26194,2019,12458,,,3389,
26197-2019,26197,2019,7044,,,1902,
26200-2019,26200,2019,7102,,,1571,
26203-2019,26203,2019,3830,,,829,
26206-2019,26206,2019,19242,,,4676,
26209-2019,26209,2019,21710,,,4947,
26212-2019,26212,2019,8911,,,1963,
26215-2019,26215,2019,11099,,,2508,
26218-2019,26218,2019,10004,,,2181,
26221-2019,26221,2019,5138,,,1127,
26224-2019,26224,2019,7760,,,1741,
26227-2019,26227,2019,15001,,,3565,
26230-2019,26230,2019,16216,,,3705,
26233-2019,26233,2019,17019,,,4006,
26236-2019,26236,2019,15324,,,3978,
26239-2019,26239,2019,11346,,,2834,
26242-2019,26242,2019,12463,,,3012,
26245-2019,26245,2019,15705,,,3851,
26248-2019,26248,2019,23996,,,6981,
26251-2019,26251,2019,12463,,,3141,
26254-2019,26254,2019,10823,,,2722,
26257-2019,26257,2019,8981,,,2358,
26260-2019,26260,2019,11222,,,2849,
26263-2019,26263,2019,37697,,,12092,
26266-2019,26266,2019,11612,,,3038,
26269-2019,26269,2019,73092,,,22524,
26272-2019,26272,2019,47338,,,14120,
26275-2019,26275,2019,15798,,,4710,
26278-2019,26278,2019,23044,,,6136,
26281-2019,26281,2019,11449,,,2938,
26284-2019,26284,2019,14911,,,4291,
26287-2019,26287,2019,9622,,,2544,
26290-2019,26290,2019,16430,,,4553,
26293-2019,26293,2019,7647,,,2015,
26296-2019,26296,2019,8947,,,2424,
26299-2019,26299,2019,15278,,,3886,
26302-2019,26302,2019,14711,,,3904,
26305-2019,26305,2019,21263,,,5731,
26308-2019,26308,2019,24040,,,6255,
26311-2019,26311,2019,22633,,,6040,
26314-2019,26314,2019,19238,,,4963,
26317-2019,26317,2019,10784,,,2781,
26320-2019,26320,2019,11589,,,2909,
26323-2019,26323,2019,10574,,,2755,
26326-2019,26326,2019,13054,,,3407,
26329-2019,26329,2019,8262,,,2035,
26332-2019,26332,2019,8419,,,2209,
26335-2019,26335,2019,6500,,,1699,
26338-2019,26338,2019,5979,,,1565,
26341-2019,26341,2019,6706,,,1656,
26344-2019,26344,2019,10478,,,2549,
26347-2019,26347,2019,7511,,,1915,
26350-2019,26350,2019,15154,,,4361,
26353-2019,26353,2019,8239,,,1974,
26356-2019,26356,2019,18836,,,4785,
26359-2019,26359,2019,18694,,,4774,
26362-2019,26362,2019,15265,,,3695,
26365-2019,26365,2019,8922,,,2313,
26368-2019,26368,2019,29733,,,8077,
26371-2019,26371,2019,23987,,,6967,
26374-2019,26374,2019,66895,,,21688,
26377-2019,26377,2019,62769,,,17891,
26380-2019,26380,2019,6418,,,1746,
26383-2019,26383,2019,36738,,,11432,
26386-2019,26386,2019,7808,,,2042,
26389-2019,26389,2019,11870,,,3490,
26392-2019,26392,2019,8416,,,2470,
26395-2019,26395,2019,12507,,,3553,
26398-2019,26398,2019,17976,,,5802,
26401-2019,26401,2019,8470,,,2257,
26404-2019,26404,2019,16900,,,4836,
26410-2019,26410,2019,14173,,,3743,
26413-2019,26413,2019,21717,,,5874,
26416-2019,26416,2019,14244,,,3811,
26419-2019,26419,2019,11684,,,3204,
26422-2019,26422,2019,25311,,,7100,
26425-2019,26425,2019,16824,,,4593,
26428-2019,26428,2019,17856,,,4255,
26431-2019,26431,2019,9029,,,2213,
26434-2019,26434,2019,8901,,,2220,
26437-2019,26437,2019,17442,,,4351,
26440-2019,26440,2019,18465,,,4872,
26443-2019,26443,2019,11137,,,2808,
26446-2019,26446,2019,24022,,,6365,
26449-2019,26449,2019,26626,,,7142,
26452-2019,26452,2019,12146,,,3145,
26455-2019,26455,2019,15912,,,4203,
26458-2019,26458,2019,15831,,,3918,
26461-2019,26461,2019,7742,,,2000,
26464-2019,26464,2019,11260,,,2771,
26467-2019,26467,2019,7834,,,2015,
26470-2019,26470,2019,40380,,,12898,
26473-2019,26473,2019,10558,,,2957,
26476-2019,26476,2019,11588,,,3350,
26479-2019,26479,2019,56829,,,21275,
26482-2019,26482,2019,15244,,,4099,
26485-2019,26485,2019,22655,,,7630,
26488-2019,26488,2019,12164,,,3547,
26491-2019,26491,2019,14895,,,4157,
26494-2019,26494,2019,28576,,,9472,
26497-2019,26497,2019,21233,,,5923,
26500-2019,26500,2019,13336,,,3723,
26503-2019,26503,2019,11961,,,3231,
26506-2019,26506,2019,7087,,,1706,
26508-2019,26508,2019,17959,,,5042,
26509-2019,26509,2019,14358,,,4153,
26512-2019,26512,2019,18868,,,5196,
26515-2019,26515,2019,16449,,,4383,
26518-2019,26518,2019,14498,,,4169,
26521-2019,26521,2019,22162,,,5975,
26524-2019,26524,2019,28130,,,7685,
26526-2019,26526,2019,20067,,,5664,
26527-2019,26527,2019,22008,,,6391,
26530-2019,26530,2019,12796,,,3510,
26533-2019,26533,2019,34915,,,9604,
26535-2019,26535,2019,19721,,,5453,
26536-2019,26536,2019,25586,,,7259,
26539-2019,26539,2019,34065,,,9655,
26542-2019,26542,2019,31767,,,8885,
26545-2019,26545,2019,15571,,,3995,
26548-2019,26548,2019,6986,,,1892,
26551-2019,26551,2019,5975,,,1475,
26554-2019,26554,2019,13750,,,3610,
26557-2019,26557,2019,10484,,,2903,
26558-2019,26558,2019,7908,,,2218,
26560-2019,26560,2019,6301,,,1625,
26563-2019,26563,2019,9834,,,2631,
26566-2019,26566,2019,10141,,,2697,
26567-2019,26567,2019,8662,,,2330,
26569-2019,26569,2019,10209,,,2599,
26572-2019,26572,2019,17654,,,4805,
26574-2019,26574,2019,7043,,,1767,
26575-2019,26575,2019,16455,,,4188,
26578-2019,26578,2019,8278,,,2107,
26581-2019,26581,2019,11192,,,2861,
26584-2019,26584,2019,8064,,,1999,
26587-2019,26587,2019,7801,,,1905,
26590-2019,26590,2019,8567,,,2115,
26593-2019,26593,2019,7266,,,1798,
26596-2019,26596,2019,10918,,,2585,
26599-2019,26599,2019,9348,,,2282,
26602-2019,26602,2019,6356,,,1596,
26605-2019,26605,2019,8991,,,2166,
26608-2019,26608,2019,10025,,,2388,
26611-2019,26611,2019,3238,,,852,
26614-2019,26614,2019,7967,,,2040,
26617-2019,26617,2019,11689,,,2789,
26620-2019,26620,2019,16306,,,4204,
26623-2019,26623,2019,8242,,,2104,
26626-2019,26626,2019,13592,,,3185,
26629-2019,26629,2019,11638,,,2911,
26632-2019,26632,2019,3677,,,846,
26635-2019,26635,2019,6822,,,1611,
26638-2019,26638,2019,9445,,,2223,
26641-2019,26641,2019,10939,,,2540,
26644-2019,26644,2019,3969,,,949,
26647-2019,26647,2019,19516,,,4776,
26650-2019,26650,2019,10416,,,2465,
26653-2019,26653,2019,5154,,,1241,
26656-2019,26656,2019,20670,,,5188,
26659-2019,26659,2019,20461,,,5420,
26662-2019,26662,2019,38569,,,10555,
26665-2019,26665,2019,8052,,,2188,
26668-2019,26668,2019,6952,,,1831,
26671-2019,26671,2019,4074,,,1099,
26674-2019,26674,2019,30306,,,8370,
26677-2019,26677,2019,26927,,,7562,
26680-2019,26680,2019,20927,,,5294,
26683-2019,26683,2019,3105,,,843,
26686-2019,26686,2019,6692,,,1729,
26689-2019,26689,2019,4378,,,1142,
26692-2019,26692,2019,21614,,,5801,
26695-2019,26695,2019,6139,,,1568,
26698-2019,26698,2019,6004,,,1496,
26701-2019,26701,2019,4401,,,1184,
26704-2019,26704,2019,27381,,,7680,
26707-2019,26707,2019,11980,,,3128,
26710-2019,26710,2019,14168,,,3858,
26713-2019,26713,2019,12008,,,3121,
26716-2019,26716,2019,16319,,,4332,
26719-2019,26719,2019,45211,,,13539,
26722-2019,26722,2019,6950,,,1760,
26725-2019,26725,2019,19424,,,5245,
26728-2019,26728,2019,14539,,,3680,
26731-2019,26731,2019,6866,,,1950,
26734-2019,26734,2019,23192,,,6173,
26737-2019,26737,2019,14898,,,3844,
26740-2019,26740,2019,9854,,,2671,
26743-2019,26743,2019,11649,,,3345,
26746-2019,26746,2019,9703,,,2721,
26749-2019,26749,2019,15145,,,4079,
26752-2019,26752,2019,9619,,,2610,
26755-2019,26755,2019,11481,,,3011,
26758-2019,26758,2019,21148,,,5717,
26761-2019,26761,2019,13699,,,3688,
26764-2019,26764,2019,53830,,,15914,
26767-2019,26767,2019,58475,,,17736,
26770-2019,26770,2019,99079,,,32372,
26773-2019,26773,2019,46854,,,14331,
26776-2019,26776,2019,77463,,,24340,
26779-2019,26779,2019,46405,,,14778,
26782-2019,26782,2019,52478,,,15767,
26785-2019,26785,2019,41809,,,13198,
26787-2019,26787,2019,33405,,,9961,
26788-2019,26788,2019,45587,,,14118,
26791-2019,26791,2019,60151,,,19938,
26794-2019,26794,2019,61557,,,21136,
26797-2019,26797,2019,77424,,,27172,
26800-2019,26800,2019,62207,,,22443,
26803-2019,26803,2019,29196,,,9017,
26806-2019,26806,2019,30674,,,9128,
26809-2019,26809,2019,62092,,,19411,
26812-2019,26812,2019,100156,,,32679,
26815-2019,26815,2019,26600,,,9254,
26818-2019,26818,2019,24595,,,7197,
26821-2019,26821,2019,42652,,,13648,
26824-2019,26824,2019,14582,,,4313,
26827-2019,26827,2019,46865,,,14698,
26830-2019,26830,2019,23357,,,6847,
26833-2019,26833,2019,35488,,,11296,
26836-2019,26836,2019,37702,,,13548,
26839-2019,26839,2019,24157,,,7388,
26842-2019,26842,2019,42922,,,14344,
26845-2019,26845,2019,37188,,,12915,
26848-2019,26848,2019,63107,,,21331,
26851-2019,26851,2019,24563,,,7785,
26854-2019,26854,2019,23431,,,7631,
26857-2019,26857,2019,11850,,,3406,
26860-2019,26860,2019,25488,,,7705,
26863-2019,26863,2019,15417,,,4453,
26866-2019,26866,2019,22104,,,6550,
26869-2019,26869,2019,40201,,,13001,
26872-2019,26872,2019,24180,,,7235,
26875-2019,26875,2019,54507,,,19351,
26876-2019,26876,2019,34310,,,11822,
26878-2019,26878,2019,53691,,,16427,
26881-2019,26881,2019,60013,,,19670,
26882-2019,26882,2019,47975,,,15283,
26884-2019,26884,2019,46469,,,14737,
26887-2019,26887,2019,55518,,,19032,
26890-2019,26890,2019,35069,,,11131,
26893-2019,26893,2019,17281,,,6290,
26896-2019,26896,2019,21736,,,6371,
26897-2019,26897,2019,34484,,,11340,
26898-2019,26898,2019,32662,,,10643,
26899-2019,26899,2019,56074,,,18225,
26902-2019,26902,2019,55443,,,19166,
26905-2019,26905,2019,36962,,,11191,
26908-2019,26908,2019,31304,,,9488,
26911-2019,26911,2019,21562,,,6543,
26914-2019,26914,2019,41917,,,14502,
26917-2019,26917,2019,36617,,,11019,
26920-2019,26920,2019,42625,,,15063,
26923-2019,26923,2019,16164,,,4763,
26926-2019,26926,2019,14476,,,4109,
26929-2019,26929,2019,24347,,,7592,
26932-2019,26932,2019,10248,,,2944,
26935-2019,26935,2019,11099,,,3125,
26938-2019,26938,2019,24940,,,8265,
26941-2019,26941,2019,17556,,,5215,
26944-2019,26944,2019,12481,,,3295,
26947-2019,26947,2019,22521,,,6644,
26950-2019,26950,2019,21980,,,6816,
26953-2019,26953,2019,23084,,,7040,
26956-2019,26956,2019,49830,,,16958,
26959-2019,26959,2019,19937,,,6090,
26962-2019,26962,2019,16540,,,5122,
26965-2019,26965,2019,36307,,,11748,
26968-2019,26968,2019,29170,,,9649,
26971-2019,26971,2019,38994,,,13045,
26974-2019,26974,2019,55609,,,20879,
26977-2019,26977,2019,12109,,,3463,
26980-2019,26980,2019,17914,,,5728,
26983-2019,26983,2019,28648,,,9190,
26986-2019,26986,2019,15476,,,4601,
26989-2019,26989,2019,18718,,,5610,
26992-2019,26992,2019,47495,,,14602,
26995-2019,26995,2019,26511,,,7706,
26998-2019,26998,2019,19031,,,5745,
27001-2019,27001,2019,30887,,,10264,
27004-2019,27004,2019,26321,,,8101,
27007-2019,27007,2019,65659,,,21285,
27010-2019,27010,2019,41457,,,13015,
27013-2019,27013,2019,60460,,,21246,
27016-2019,27016,2019,41106,,,13867,
27019-2019,27019,2019,65445,,,20083,
27022-2019,27022,2019,37859,,,11600,
27025-2019,27025,2019,54485,,,17211,
27028-2019,27028,2019,44971,,,13787,
27031-2019,27031,2019,43133,,,13864,
27034-2019,27034,2019,32736,,,10695,
27037-2019,27037,2019,29875,,,9585,
27040-2019,27040,2019,27488,,,8863,
27043-2019,27043,2019,12313,,,3240,
27046-2019,27046,2019,15350,,,4394,
27049-2019,27049,2019,17999,,,5247,
27052-2019,27052,2019,22917,,,6977,
27055-2019,27055,2019,7745,,,2179,
27058-2019,27058,2019,10212,,,2777,
27061-2019,27061,2019,11443,,,3322,
27064-2019,27064,2019,7689,,,2187,
27067-2019,27067,2019,10544,,,3081,
27070-2019,27070,2019,9246,,,2633,
27073-2019,27073,2019,8836,,,2394,
27076-2019,27076,2019,7771,,,2140,
27085-2019,27085,2019,7687,,,2110,
27088-2019,27088,2019,22628,,,7287,
27091-2019,27091,2019,35731,,,11336,
27094-2019,27094,2019,18279,,,5851,
27097-2019,27097,2019,25870,,,7470,
27100-2019,27100,2019,27488,,,8074,
27109-2019,27109,2019,19485,,,5853,
27112-2019,27112,2019,23083,,,6766,
27115-2019,27115,2019,501,,,164,
27118-2019,27118,2019,434,,,118,
27127-2019,27127,2019,16155,,,4411,
27130-2019,27130,2019,12396,,,3529,
27133-2019,27133,2019,22326,,,6521,
27136-2019,27136,2019,6966,,,1990,
27139-2019,27139,2019,7001,,,2014,
27142-2019,27142,2019,17381,,,4783,
27145-2019,27145,2019,9104,,,2563,
27148-2019,27148,2019,18855,,,5097,
27151-2019,27151,2019,14368,,,3941,
27154-2019,27154,2019,10599,,,2898,
27157-2019,27157,2019,11339,,,3065,
27160-2019,27160,2019,13706,,,3774,
27163-2019,27163,2019,25226,,,7297,
27166-2019,27166,2019,25613,,,7419,
27169-2019,27169,2019,32693,,,11089,
27172-2019,27172,2019,23656,,,7342,
27175-2019,27175,2019,9238,,,2416,
27178-2019,27178,2019,11110,,,3177,
27181-2019,27181,2019,17767,,,5062,
27184-2019,27184,2019,14249,,,4179,
27187-2019,27187,2019,11124,,,2852,
27190-2019,27190,2019,16791,,,4948,
27193-2019,27193,2019,13298,,,3737,
27196-2019,27196,2019,4965,,,1423,
27199-2019,27199,2019,10747,,,3328,
27202-2019,27202,2019,7356,,,1994,
27208-2019,27208,2019,12300,,,3675,
27211-2019,27211,2019,29996,,,8948,
27214-2019,27214,2019,15278,,,4397,
27217-2019,27217,2019,12175,,,3391,
27220-2019,27220,2019,21404,,,6174,
27223-2019,27223,2019,9553,,,2669,
27226-2019,27226,2019,11178,,,3074,
27229-2019,27229,2019,13234,,,3756,
27232-2019,27232,2019,8230,,,2272,
27235-2019,27235,2019,8755,,,2431,
27238-2019,27238,2019,12173,,,3529,
27241-2019,27241,2019,9470,,,2456,
27244-2019,27244,2019,8791,,,2440,
27247-2019,27247,2019,12508,,,3540,
27250-2019,27250,2019,9605,,,2666,
27253-2019,27253,2019,12418,,,3363,
27259-2019,27259,2019,11099,,,3159,
27262-2019,27262,2019,10446,,,2916,
27265-2019,27265,2019,10538,,,3120,
27268-2019,27268,2019,15293,,,4466,
27271-2019,27271,2019,9566,,,2675,
27277-2019,27277,2019,9833,,,2790,
27280-2019,27280,2019,14882,,,4489,
27283-2019,27283,2019,15277,,,4405,
27286-2019,27286,2019,10952,,,3101,
27289-2019,27289,2019,19923,,,5978,
27292-2019,27292,2019,10827,,,3116,
27295-2019,27295,2019,12318,,,3413,
27298-2019,27298,2019,12209,,,3939,
27301-2019,27301,2019,10126,,,3033,
27304-2019,27304,2019,11494,,,3335,
27307-2019,27307,2019,7628,,,2328,
27310-2019,27310,2019,4929,,,1388,
27313-2019,27313,2019,15421,,,4309,
27316-2019,27316,2019,7868,,,2182,
27322-2019,27322,2019,11764,,,3261,
27325-2019,27325,2019,16951,,,4764,
27328-2019,27328,2019,11222,,,3110,
27331-2019,27331,2019,12535,,,3403,
27334-2019,27334,2019,10832,,,3000,
27337-2019,27337,2019,7897,,,2213,
27340-2019,27340,2019,7006,,,2115,
27343-2019,27343,2019,8820,,,2358,
27346-2019,27346,2019,20674,,,6065,
27349-2019,27349,2019,24958,,,7284,
27352-2019,27352,2019,12665,,,3571,
27355-2019,27355,2019,13437,,,3615,
27358-2019,27358,2019,24896,,,7103,
27361-2019,27361,2019,12805,,,3461,
27364-2019,27364,2019,25442,,,7635,
27367-2019,27367,2019,7532,,,2008,
27370-2019,27370,2019,9892,,,2596,
27373-2019,27373,2019,12589,,,3589,
27376-2019,27376,2019,22285,,,6234,
27379-2019,27379,2019,8998,,,2381,
27382-2019,27382,2019,11663,,,3223,
27385-2019,27385,2019,25250,,,7415,
27388-2019,27388,2019,10341,,,3000,
27391-2019,27391,2019,21371,,,6419,
27394-2019,27394,2019,23088,,,7135,
27397-2019,27397,2019,25835,,,7867,
27400-2019,27400,2019,7069,,,1791,
27403-2019,27403,2019,20222,,,5638,
27406-2019,27406,2019,15441,,,4205,
27409-2019,27409,2019,45930,,,13738,
27412-2019,27412,2019,8501,,,2298,
27415-2019,27415,2019,16567,,,4493,
27418-2019,27418,2019,45024,,,13272,
27421-2019,27421,2019,19324,,,5278,
27424-2019,27424,2019,33344,,,9759,
27427-2019,27427,2019,43018,,,12174,
27430-2019,27430,2019,50172,,,16068,
27433-2019,27433,2019,37653,,,11317,
27436-2019,27436,2019,84831,,,26825,
27439-2019,27439,2019,123924,,,38371,
27442-2019,27442,2019,88795,,,28269,
27445-2019,27445,2019,83065,,,25735,
27448-2019,27448,2019,73893,,,24017,
27451-2019,27451,2019,63072,,,21983,
27454-2019,27454,2019,74822,,,26673,
27457-2019,27457,2019,73855,,,28645,
27460-2019,27460,2019,84548,,,28238,
27463-2019,27463,2019,32096,,,10299,
27466-2019,27466,2019,42505,,,15586,
27469-2019,27469,2019,31137,,,11468,
27472-2019,27472,2019,35791,,,12374,
27475-2019,27475,2019,44230,,,14504,
27478-2019,27478,2019,36026,,,13907,
27481-2019,27481,2019,27363,,,9263,
27484-2019,27484,2019,45988,,,15483,
27487-2019,27487,2019,34551,,,11587,
27490-2019,27490,2019,26245,,,8571,
27493-2019,27493,2019,31859,,,10127,
27496-2019,27496,2019,23161,,,7259,
27499-2019,27499,2019,7401,,,1845,
27502-2019,27502,2019,11066,,,2800,
27505-2019,27505,2019,12669,,,3336,
27508-2019,27508,2019,17713,,,4589,
27511-2019,27511,2019,13647,,,3635,
27514-2019,27514,2019,8494,,,2153,
27517-2019,27517,2019,24974,,,6736,
27520-2019,27520,2019,14841,,,4271,
27523-2019,27523,2019,26923,,,9198,
27526-2019,27526,2019,17609,,,4657,
27529-2019,27529,2019,13645,,,3661,
27532-2019,27532,2019,31546,,,9442,
27535-2019,27535,2019,21048,,,6080,
27538-2019,27538,2019,13371,,,3510,
27541-2019,27541,2019,16847,,,5419,
27544-2019,27544,2019,17721,,,5558,
27547-2019,27547,2019,45129,,,13597,
27550-2019,27550,2019,35247,,,9949,
27553-2019,27553,2019,43155,,,12247,
27556-2019,27556,2019,42189,,,12319,
27559-2019,27559,2019,18104,,,4862,
27562-2019,27562,2019,33796,,,9517,
27565-2019,27565,2019,14620,,,4102,
27568-2019,27568,2019,71130,,,21019,
27571-2019,27571,2019,30084,,,8703,
27574-2019,27574,2019,81060,,,23813,
27577-2019,27577,2019,34053,,,10557,
27580-2019,27580,2019,28951,,,8653,
27583-2019,27583,2019,34055,,,9807,
27586-2019,27586,2019,35443,,,10321,
27589-2019,27589,2019,72625,,,21342,
27592-2019,27592,2019,85782,,,26583,
27595-2019,27595,2019,22522,,,6852,
27598-2019,27598,2019,33413,,,9895,
27601-2019,27601,2019,124633,,,38295,
27604-2019,27604,2019,121463,,,37493,
27607-2019,27607,2019,12313,,,3492,
27610-2019,27610,2019,39482,,,12143,
27613-2019,27613,2019,27918,,,8732,
27616-2019,27616,2019,60572,,,21163,
27619-2019,27619,2019,86901,,,26498,
27622-2019,27622,2019,37024,,,12157,
27625-2019,27625,2019,21141,,,7009,
27628-2019,27628,2019,25621,,,7572,
27631-2019,27631,2019,24629,,,6868,
27634-2019,27634,2019,24293,,,7101,
27637-2019,27637,2019,27630,,,8140,
27640-2019,27640,2019,14174,,,3895,
27643-2019,27643,2019,45478,,,13507,
27646-2019,27646,2019,52745,,,17599,
27649-2019,27649,2019,15002,,,4586,
27652-2019,27652,2019,26264,,,8222,
27655-2019,27655,2019,32265,,,9338,
27658-2019,27658,2019,14745,,,4533,
27661-2019,27661,2019,20161,,,6317,
27664-2019,27664,2019,11154,,,2811,
27667-2019,27667,2019,20956,,,5852,
27670-2019,27670,2019,5572,,,1437,
27673-2019,27673,2019,13272,,,3531,
27676-2019,27676,2019,4512,,,1072,
27679-2019,27679,2019,10713,,,2720,
27682-2019,27682,2019,5251,,,1354,
27685-2019,27685,2019,12255,,,3203,
27688-2019,27688,2019,13686,,,3319,
27691-2019,27691,2019,16723,,,4670,
27692-2019,27692,2019,6778,,,1896,
27694-2019,27694,2019,7814,,,1788,
27697-2019,27697,2019,16532,,,4215,
27698-2019,27698,2019,7785,,,2178,
27700-2019,27700,2019,14691,,,4185,
27703-2019,27703,2019,7583,,,1984,
27706-2019,27706,2019,7616,,,1875,
27709-2019,27709,2019,11574,,,3163,
27712-2019,27712,2019,6999,,,1872,
27715-2019,27715,2019,7578,,,2192,
27718-2019,27718,2019,6366,,,1699,
27721-2019,27721,2019,5398,,,1503,
27724-2019,27724,2019,3089,,,784,
27727-2019,27727,2019,6255,,,1645,
27730-2019,27730,2019,4779,,,1289,
27733-2019,27733,2019,2669,,,702,
27736-2019,27736,2019,2845,,,710,
27739-2019,27739,2019,4978,,,1297,
27742-2019,27742,2019,3708,,,1039,
27745-2019,27745,2019,3947,,,1036,
